,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,actual_income,predicted_income
30792,28, Local-gov,175796, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K, <=50K
13893,42, Federal-gov,91468, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K, <=50K
15661,66, Private,141085, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,8, United-States, <=50K, <=50K
1866,23, Private,235722, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,20, United-States, <=50K, <=50K
29852,43, Self-emp-not-inc,116666, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Other, Male,35, United-States, >50K, >50K
8566,45, Private,377757, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K, <=50K
4204,33, Self-emp-not-inc,155343, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,72, United-States, <=50K, <=50K
27586,36, Private,35945, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K, >50K
11118,43, Private,185832, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,48, United-States, >50K, <=50K
30600,32, Local-gov,100135, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,35, United-States, >50K, >50K
1896,45, Private,112283, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,55, United-States, <=50K, >50K
9094,26, Private,256737, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K, <=50K
27197,30, Private,154568, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,36, Vietnam, >50K, >50K
6275,38, Local-gov,289430, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,56, United-States, <=50K, <=50K
29594,31, Private,243165, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Male,40, United-States, <=50K, <=50K
22438,51, Private,355954, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, >50K, <=50K
21103,32, Private,199529, Some-college,10, Separated, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States, <=50K, <=50K
24349,32, Private,195891, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K, >50K
14504,34, Private,281852, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,80, United-States, <=50K, <=50K
2522,46, Private,133169, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
3802,22, Private,198148, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,50, United-States, <=50K, <=50K
28954,63, Private,287277, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,40, United-States, <=50K, <=50K
27809,26, Private,68001, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K, <=50K
8825,35, Self-emp-inc,338320, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K, >50K
24781,20,ffill,169184, Some-college,10, Never-married,ffill, Other-relative, Black, Female,40, United-States, <=50K, <=50K
6073,52, Private,133403, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, <=50K, <=50K
24265,82, Self-emp-inc,130329, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, <=50K, <=50K
6471,24, Private,190143, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K, >50K
19246,22,ffill,117618, Bachelors,13, Never-married,ffill, Not-in-family, White, Male,25, United-States, <=50K, <=50K
9272,22, Private,215395, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,10, United-States, <=50K, <=50K
23748,40, Private,270147, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K, <=50K
5800,42, Private,202466, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,45, United-States, <=50K, <=50K
1185,51,ffill,165637, Masters,14, Married-civ-spouse,ffill, Husband, White, Male,40, United-States, <=50K, >50K
27317,56, Federal-gov,141877, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K, >50K
21467,25, Private,305472, Assoc-acdm,12, Never-married, Machine-op-inspct, Own-child, Black, Male,48, United-States, <=50K, <=50K
5920,33, Private,126950, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, <=50K, <=50K
18624,47, Private,61885, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K, >50K
20371,21, Private,248512, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K, <=50K
26339,34, Private,99872, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, India, >50K, >50K
29520,53, Private,285621, Masters,14, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K, >50K
2411,36, Local-gov,318972, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,65, United-States, <=50K, <=50K
19559,47, Private,160440, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,55, United-States, >50K, >50K
23818,51, Private,57101, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
21957,40, Federal-gov,544792, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K, <=50K
6885,42, Private,132222, Bachelors,13, Never-married, Sales, Own-child, White, Male,60, United-States, <=50K, <=50K
11275,58, Private,102509, 10th,6, Divorced, Transport-moving, Not-in-family, Black, Male,50, United-States, <=50K, <=50K
4049,28, Private,25955, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States, <=50K, <=50K
12952,18, Private,100875, 11th,7, Never-married, Other-service, Unmarried, White, Female,28, United-States, <=50K, <=50K
6408,18, Private,79443, 11th,7, Never-married, Other-service, Own-child, White, Male,8, United-States, <=50K, <=50K
6177,58, Private,177368, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, <=50K
17304,18, Private,114008, HS-grad,9, Never-married, Other-service, Own-child, White, Male,35, United-States, <=50K, <=50K
20204,25, Private,182227, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
2237,37, State-gov,160402, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, >50K, >50K
27508,45, Private,261278, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,40, Philippines, >50K, >50K
17837,46, Private,186078, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,45, United-States, <=50K, <=50K
27296,42, Private,184682, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,30, United-States, <=50K, <=50K
21337,30, Private,196385, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States, >50K, >50K
25323,56, Private,147202, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,45, Germany, <=50K, <=50K
27128,28, Private,102533, Some-college,10, Separated, Handlers-cleaners, Not-in-family, Black, Male,40, United-States, <=50K, <=50K
10019,18, Private,123343, 11th,7, Never-married, Sales, Not-in-family, White, Female,30, United-States, <=50K, <=50K
20703,40, Private,176069, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,45, United-States, <=50K, <=50K
19720,40, Federal-gov,199303, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, >50K
3097,24, Local-gov,322658, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K, <=50K
32084,55, Private,168956, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K, <=50K
2955,53, Private,103931, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K, >50K
13763,37, Federal-gov,81853, HS-grad,9, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,40,ffill, <=50K, <=50K
28070,41, Self-emp-not-inc,153132, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
26890,26, Private,151626, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,45, United-States, <=50K, <=50K
28148,38, Private,296317, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico, <=50K, <=50K
29554,34, Private,30433, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,35, United-States, <=50K, <=50K
29661,38, Private,216129, Bachelors,13, Divorced, Other-service, Not-in-family, Black, Female,60,ffill, <=50K, <=50K
29153,41, Private,180138, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,50, United-States, <=50K, <=50K
30906,37, Private,150057, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,52, United-States, >50K, <=50K
2646,55, Self-emp-not-inc,161334, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,25, Nicaragua, <=50K, <=50K
30425,19, Private,208366, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K, <=50K
12607,39, Private,287306, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K, <=50K
10263,56, Self-emp-inc,184598, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,99, United-States, <=50K, <=50K
10088,29, State-gov,309620, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,20, Taiwan, <=50K, <=50K
22778,39, Private,176296, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, >50K, <=50K
29962,50, Private,155574, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, <=50K
30644,42, Local-gov,96524, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K, <=50K
26085,38, Self-emp-inc,244803, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, Cuba, >50K, <=50K
4042,39, Private,99065, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,40, Poland, >50K, <=50K
3055,34, Self-emp-not-inc,96245, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K, <=50K
23405,55, Private,98361, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K, >50K
5156,47, Private,190139, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
18440,25, Private,122175, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K, <=50K
31015,36, Private,139703, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States, <=50K, <=50K
18246,22, Private,160398, Some-college,10, Never-married, Sales, Other-relative, White, Male,38, United-States, <=50K, <=50K
13733,25, Private,236242, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,30, United-States, <=50K, <=50K
15904,32, Private,229051, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K, >50K
17357,43, Private,274731, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, >50K
25623,19, Private,151801, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,39, United-States, <=50K, <=50K
24206,41, Private,175642, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,40, United-States, <=50K, <=50K
14060,38, Private,177121, Some-college,10, Separated, Other-service, Not-in-family, White, Female,58, United-States, <=50K, <=50K
13228,40, Federal-gov,280167, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, >50K
941,35, Private,465507, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K, <=50K
14203,40, Federal-gov,171231, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,40, Puerto-Rico, <=50K, <=50K
8103,32, Self-emp-inc,113543, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, >50K
28267,27, Self-emp-not-inc,411950, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K, <=50K
26254,41, Private,70645, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,55, United-States, <=50K, <=50K
12619,25, Private,252803, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,40, United-States, <=50K, <=50K
5200,41, Local-gov,297248, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K, >50K
19603,18, Self-emp-not-inc,87169, HS-grad,9, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K, <=50K
7801,55, Private,127014, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,60, United-States, <=50K, <=50K
15959,39, Private,99357, Masters,14, Divorced, Prof-specialty, Own-child, White, Female,40, United-States, <=50K, <=50K
6082,32, Private,271276, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,80, United-States, >50K, <=50K
12070,33, Self-emp-inc,239018, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, <=50K, >50K
5870,41, Local-gov,111891, 7th-8th,4, Never-married, Other-service, Unmarried, Black, Female,40, United-States, <=50K, <=50K
369,39, Private,481060, HS-grad,9, Divorced, Sales, Unmarried, White, Female,40, United-States, <=50K, <=50K
13747,46, Private,181810, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, <=50K, <=50K
15005,20, Private,195411, HS-grad,9, Never-married, Sales, Own-child, Black, Female,20, United-States, <=50K, <=50K
30773,19, Local-gov,354104, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,35, United-States, <=50K, <=50K
9180,33, Private,259931, 11th,7, Separated, Machine-op-inspct, Other-relative, White, Male,30, United-States, <=50K, <=50K
26947,61, Private,96660, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,34, United-States, >50K, >50K
1600,30, Private,27207, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K, <=50K
820,48, Private,167159, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, White, Male,40, United-States, <=50K, <=50K
15113,35, Private,178322, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K, >50K
16817,48, Self-emp-not-inc,383384, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, <=50K
10444,29, Private,157612, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,45, United-States, <=50K, <=50K
19042,47, Private,106544, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K, <=50K
17836,57, Local-gov,132717, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K, >50K
8959,59, Self-emp-not-inc,124771, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,30, United-States, <=50K, <=50K
8888,44, Private,259479, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,50, United-States, <=50K, <=50K
5606,57, Private,329792, 7th-8th,4, Divorced, Transport-moving, Unmarried, White, Male,75, United-States, <=50K, <=50K
